10.423	20.559	2.6312	5.4067
10.094	20.854	2.3551	5.6669
10.599	20.348	2.997	5.9337
10.471	20.446	2.2242	5.811
10.696	20.054	2.6525	5.4845
10.7	20.177	2.605	5.7567
10.639	20.663	2.3872	5.417
10.034	20.331	2.1422	5.9718
10.069	20.898	2.0251	5.988
10.32	20.118	2.4211	5.8641
10.531	20.988	2.1841	5.3889
10.654	20.54	2.7258	5.4547
10.408	20.707	2.3704	5.2467
10.82	20.999	2.8416	5.7844
10.718	20.288	2.7342	5.8828
10.969	20.415	2.571	5.9137
10.531	20.465	2.1769	5.5583
10.325	20.764	2.9574	5.5989
10.106	20.818	2.2653	5.1489
10.611	20.1	2.9246	5.8997
10.779	20.178	2.2238	5.4504
10.423	20.36	2.3736	5.2057
10.091	20.057	2.0875	5.8997
10.266	20.522	2.6401	5.7626
10.154	20.336	2.1806	5.8825
10.281	20.176	2.0451	5.285
10.44	20.209	2.7232	5.6732
10.527	20.905	2.3474	5.6643
10.457	20.675	2.6606	5.1228
10.875	20.468	2.3839	5.4073
10.518	20.912	2.6273	5.2753
10.944	20.104	2.0216	5.7167
10.638	20.746	2.9106	5.2834
10.958	20.736	2.8006	5.8962
10.241	20.562	2.7458	5.8266
10.676	20.184	2.8131	5.39
10.289	20.597	2.3833	5.4979
10.672	20.3	2.6173	5.6948
10.695	20.134	2.5755	5.8344
10.068	20.213	2.5301	5.6096
10.255	20.895	2.2751	5.5747
10.224	20.071	2.2486	5.326
10.668	20.242	2.4516	5.4564
10.844	20.054	2.2277	5.7138
10.344	20.442	2.8044	5.8844
10.781	20.013	2.9861	5.7209
10.675	20.897	2.03	5.0186
10.007	20.197	2.5357	5.6748
10.602	20.093	2.0871	5.4385
10.387	20.307	2.8021	5.4378
10.916	20.456	2.9891	5.117
10.001	20.102	2.0669	5.8147
10.462	20.995	2.9394	5.3249
10.424	20.332	2.0182	5.2462
10.461	20.297	2.6838	5.3427
10.77	20.062	2.7837	5.3757
10.322	20.298	2.5341	5.5466
10.785	20.046	2.8854	5.5619
10.471	20.505	2.899	5.3958
10.036	20.761	2.6259	5.3981
10.176	20.631	2.1379	5.5154
10.722	20.09	2.2178	5.6575
10.473	20.081	2.1821	5.9509
10.153	20.777	2.0418	5.7223
10.341	20.905	2.1069	5.4001
10.607	20.534	2.6164	5.8319
10.192	20.109	2.9397	5.1343
10.738	20.826	2.3545	5.0605
10.243	20.338	2.4106	5.0842
10.917	20.294	2.9843	5.1639
10.269	20.746	2.9456	5.3242
10.766	20.01	2.6766	5.3017
10.189	20.048	2.9883	5.0117
10.287	20.668	2.7668	5.5399
10.091	20.603	2.3367	5.0954
10.576	20.526	2.6624	5.1465
10.683	20.73	2.2442	5.6311
10.547	20.707	2.2955	5.8593
10.426	20.781	2.6802	5.9742
10.644	20.288	2.5278	5.5708
10.648	20.693	2.4116	5.9969
10.679	20.557	2.6026	5.5535
10.636	20.397	2.7505	5.5155
10.945	20.062	2.5835	5.3307
10.209	20.78	2.5518	5.43
10.709	20.338	2.5836	5.4918
10.236	20.608	2.5118	5.071
10.119	20.741	2.0826	5.8877
10.607	20.105	2.7196	5.0646
10.45	20.128	2.9962	5.4362
10.459	20.55	2.3545	5.8266
10.662	20.485	2.9713	5.3945
10.77	20.89	2.3464	5.6135
10.35	20.799	2.8865	5.8186
10.662	20.734	2.4547	5.8862
10.416	20.051	2.4134	5.9311
10.842	20.073	2.2177	5.1908
10.833	20.089	2.1257	5.2586
10.256	20.798	2.3089	5.8979
10.613	20.943	2.7261	5.5934
8.5822	4.6837	43.783	5.5038
8.5407	4.1321	43.694	5.6128
8.8699	4.7227	43.01	5.8194
8.2648	4.1104	43.843	5.5319
8.3181	4.1175	43.922	5.2021
8.1192	4.6407	43.771	5.4539
8.9398	4.3288	43.043	5.4279
8.6456	4.6538	43.378	5.9661
8.4795	4.7491	43.704	5.6201
8.6393	4.5832	43.73	5.6954
8.5447	4.74	43.224	5.7202
8.6473	4.2348	43.269	5.3469
8.5439	4.735	43.673	5.517
8.721	4.9706	43.477	5.5567
8.5225	4.8669	43.624	5.1565
8.9937	4.0862	43.236	5.5621
8.2187	4.3664	43.177	5.6948
8.1058	4.3692	43.83	5.4265
8.1097	4.685	43.767	5.8363
8.0636	4.5979	43.934	5.7314
8.4046	4.7894	43.108	5.36
8.4484	4.3677	43.182	5.4542
8.3658	4.206	43.099	5.3864
8.7635	4.0867	43.49	5.7756
8.6279	4.7719	43.193	5.7343
8.772	4.2057	43.896	5.4303
8.9329	4.3883	43.099	5.6938
8.9727	4.5518	43.044	5.9452
8.192	4.229	43.557	5.7842
8.1389	4.6419	43.772	5.7056
8.6963	4.4845	43.312	5.1093
8.0938	4.1518	43.179	5.3899
8.5254	4.7819	43.339	5.5909
8.5303	4.1006	43.21	5.4594
8.8611	4.2941	43.51	5.0503
8.4849	4.2374	43.906	5.2287
8.3935	4.5309	43.629	5.8342
8.6714	4.0915	43.102	5.0156
8.7413	4.4053	43.391	5.8637
8.5201	4.1048	43.055	5.0781
8.3477	4.1123	43.501	5.669
8.15	4.7844	43.432	5.5002
8.5861	4.2916	43.998	5.218
8.2621	4.6035	43.812	5.5716
8.0445	4.9644	43.486	5.1222
8.7549	4.4325	43.894	5.6712
8.2428	4.6948	43.138	5.5996
8.4424	4.7581	43.39	5.056
8.6878	4.4326	43.927	5.0563
8.3592	4.6555	43.917	5.1525
8.7363	4.1098	43.714	5.0196
8.3947	4.9338	43.618	5.4352
8.6834	4.1875	43.343	5.8322
8.704	4.2662	43.936	5.6174
8.4423	4.7978	43.125	5.5201
8.0196	4.4876	43.731	5.8639
8.3309	4.769	43.646	5.0977
8.4243	4.396	43.833	5.9081
8.2703	4.2729	43.398	5.108
8.1971	4.0372	43.75	5.517
8.8217	4.6733	43.835	5.1432
8.4299	4.4296	43.322	5.5594
8.8878	4.4517	43.552	5.0046
8.3912	4.6099	43.979	5.7667
8.7691	4.0594	43.549	5.8487
8.3968	4.3158	43.33	5.9168
8.8085	4.7727	43.619	5.987
8.7551	4.6964	43.361	5.5051
8.3774	4.1253	43.757	5.2714
8.216	4.1302	43.414	5.1008
8.7904	4.0924	43.492	5.5078
8.9493	4.0078	43.695	5.5856
8.3276	4.4231	43.973	5.7629
8.6713	4.6556	43.328	5.083
8.4386	4.7229	43.838	5.6616
8.8335	4.5312	43.739	5.517
8.7689	4.1088	43.954	5.171
8.1673	4.6318	43.032	5.9386
8.862	4.1265	43.357	5.5905
8.9899	4.1343	43.663	5.4406
8.5144	4.0986	43.282	5.9419
8.8843	4.142	43.23	5.6559
8.588	4.1683	43.711	5.4519
8.1548	4.1962	43.625	5.8397
8.1999	4.3175	43.591	5.5326
8.407	4.3164	43.66	5.5539
8.7487	4.2176	43.048	5.6801
8.8256	4.251	43.349	5.3672
8.79	4.8929	43.451	5.2393
8.3185	4.7032	43.241	5.5789
8.5341	4.5557	43.715	5.8669
8.09	4.1844	43.856	5.4068
8.1117	4.212	43.282	5.1126
8.1363	4.0773	43.731	5.4438
8.6787	4.9138	43.138	5.3002
8.4952	4.7067	43.837	5.4014
8.1897	4.5578	43.139	5.8334
8.495	4.3134	43.588	5.4036
8.1476	4.1662	43.366	5.3902
8.055	4.6225	43.807	5.3604
32.851	4.9879	1.5038	62.14
32.561	4.1704	1.4896	62.26
32.93	4.2578	1.877	62.087
32.697	4.3968	1.3531	62.429
32.583	4.074	1.4494	62.257
32.815	4.6841	1.9635	62.298
32.879	4.4024	1.0423	62.425
32.989	4.9828	1.973	62.119
32.001	4.4022	1.1892	62.495
32.865	4.6207	1.6671	62.706
32.613	4.1544	1.5864	62.244
32.99	4.3813	1.6751	62.785
32.528	4.1611	1.361	62.074
32.48	4.7581	1.6203	62.394
32.801	4.8711	1.8112	62.003
32.228	4.3508	1.0193	62.221
32.498	4.6855	1.0839	62.001
32.901	4.2941	1.9748	62.189
32.575	4.5306	1.6513	62.142
32.845	4.8324	1.2312	62.268
32.739	4.5975	1.4035	62.175
32.586	4.3353	1.122	62.139
32.247	4.2992	1.2684	62.599
32.666	4.4526	1.2578	62.901
32.083	4.4226	1.3317	62.939
32.626	4.3596	1.1522	62.221
32.661	4.5583	1.348	62.483
32.73	4.7425	1.1217	62.376
32.891	4.4243	1.8842	62.524
32.982	4.4294	1.0943	62.265
32.769	4.1249	1.93	62.068
32.581	4.0244	1.399	62.436
32.928	4.2902	1.0474	62.174
32.58	4.3175	1.3424	62.026
32.017	4.6537	1.736	62.955
32.121	4.9569	1.7947	62.431
32.863	4.9357	1.5449	62.962
32.484	4.4579	1.6862	62.762
32.845	4.2405	1.8936	62.007
32.209	4.7639	1.0548	62.68
32.552	4.7593	1.3037	62.706
32.63	4.7406	1.0462	62.645
32.032	4.7437	1.1955	62.552
32.615	4.1059	1.7202	62.218
32.362	4.6816	1.7218	62.772
32.05	4.4633	1.8778	62.228
32.49	4.2122	1.5824	62.371
32.193	4.0985	1.0707	62.891
32.123	4.8236	1.9227	62.856
32.205	4.175	1.8004	62.402
32.147	4.1636	1.2859	62.318
32.189	4.666	1.5437	62.609
32.043	4.8944	1.9848	62.91
32.635	4.5166	1.7157	62.909
32.282	4.7027	1.839	62.592
32.539	4.1536	1.4333	62.333
32.695	4.9535	1.4706	62.853
32.499	4.5409	1.5607	62.442
32.536	4.6797	1.2691	62.904
32.445	4.0366	1.749	62.033
32.124	4.8092	1.5039	62.532
32.49	4.7486	1.6468	62.716
32.853	4.1202	1.3077	62.179
32.874	4.525	1.1387	62.337
32.27	4.3258	1.4756	62.188
32.208	4.5464	1.3625	62.322
32.565	4.3989	1.7881	62.404
32.64	4.4151	1.7803	62.549
32.417	4.1807	1.6685	62.049
32.206	4.2554	1.1335	62.553
32.948	4.0205	1.0216	62.275
32.082	4.9237	1.5598	62.242
32.106	4.6537	1.3008	62.243
32.142	4.9326	1.9394	62.154
32.166	4.1635	1.9809	62.956
32.621	4.9211	1.2866	62.936
32.574	4.7947	1.8008	62.819
32.052	4.5774	1.8961	62.728
32.931	4.44	1.5975	62.176
32.729	4.2576	1.884	62.36
32.738	4.7519	1.9437	62.189
32.063	4.2287	1.5492	62.001
32.86	4.0642	1.7284	62.316
32.934	4.7673	1.5768	62.7
32.984	4.6712	1.0259	62.625
32.859	4.7152	1.4465	62.543
32.786	4.6421	1.6463	62.439
32.513	4.419	1.5212	62.287
32.178	4.3908	1.3723	62.502
32.399	4.8161	1.9371	62.762
32.134	4.3174	1.8295	62.762
32.031	4.8145	1.8491	62.576
32.939	4.7891	1.3725	62.748
32.301	4.8523	1.5932	62.646
32.296	4.5056	1.8726	62.123
32.333	4.6357	1.9335	62.504
32.467	4.9509	1.6685	62.347
32.648	4.444	1.2068	62.092
32.025	4.06	1.6539	62.148
32.842	4.8667	1.0721	62.198
